index,tvname,uid,content,likeCount
30271,第12集,1575415525,太匆匆，剧情发展太快了吧,1
30272,第12集,1434070861064202,这嘴也太可爱了吧！哈哈哈哈,3
30273,第12集,1454134102,我的张若昀呢,1
30274,第12集,1303917830,学生党快开学了 拜托加更啊啊啊啊啊,25
30275,第12集,1219346694,又要等周天了,5
30276,第12集,2209748597,稳,2
30277,第12集,1709459534,然后手枪??就出来了,0
30278,第12集,1103355123,宋朝做生意很有一手的,7
30279,第12集,1651165015,求加更，求加更～,3
30280,第12集,546937145272437,扯淡，古代以左为尊,2
30281,第12集,1033402744,这是战斗民族啊，丞相当成将军用??,21
30282,第12集,1152387124,你知道的太多了,6
30283,第12集,1457699380,贵客光临,2
30284,第12集,372418161935087,郭麒麟你怎么什么都知道,1
30285,第12集,1419858847735633,这盏茶演的好,3
30286,第12集,436952092377856,贵客光临,1
30287,第12集,1309288260,是时候拿出我的枪了！啊哈哈哈,19
30288,第12集,2441313776,你不是知道结局吗,4
30289,第12集,1792801327,好久没见我老丈人了,4
30290,第12集,1821501862,即使敌众我寡,2
30291,第12集,1556583695914240,泛着不正常的红晕,2
30292,第12集,1724411609,老夫很开心，结识一小友,5
30293,第12集,1230727991,这小友和他爹越来越像了,8
30294,第12集,883532457057521,估计枪??设计好啦,159
30295,第12集,1151780395,宋朝此时羸弱，只有西军可堪一战，禁军需拱卫都城，其余厢军皆为弱旅，战必败。,7
30296,第12集,1358179793,我只是客串一下,6
30297,第12集,1684043074,火铳要出场了吧,17
30298,第12集,1233116628,过于优秀了,1
30299,第12集,2504267071,當然是來共推牌九的啦,506
30300,第12集,1673622209,该我上场表演了,1
30301,第12集,2320890540,有个表情好像郭爸爸,5
30302,第12集,425746287830410,宁毅太聪明了！,13
30303,第12集,1604165686,宁毅的黑旗军最厉害,71
30304,第12集,1705273099,宁毅，你想太多了,43
30305,第12集,1614264879,娘子，俺帅吗,1
30306,第12集,1664176526,好好的我怎么就笑了,1565
30307,第12集,1434688859,白手套的意思是空手套白狼,41
30308,第12集,1488754848,大林子跟老郭还真是很像的,106
30309,第12集,1284059360,宁毅正经不过3秒,125
30310,第12集,1492273170753280,这脑回路人家白夸你了,1139
30311,第12集,1108169337,白手套也讲，你知道的太多,11
30312,第12集,1700056248,白手套阿哈哈哈哈,952
30313,第12集,2490769154,带几个皮蛋就好,100
30314,第12集,1318100536396108,白手套！,1
30315,第12集,2342833115,吓我一激灵,93
30316,第12集,1082835648,白手套你是认真的吗？,46
30317,第12集,1745493041,白手套是什么？,3
30318,第12集,2409502565,哈哈哈哈哈哈哈哈 就想着赚钱,106
30319,第12集,2353750482,宰相是多才多艺的,6
30320,第12集,355611652915896,白手套是什么,56
30321,第12集,1810011510,白手套是啥意思,435
30322,第12集,647880117322567,带我去带我去,8
30323,第12集,2473822974,白手套什么梗哈哈哈哈笑死我了,9
30324,第12集,1758581074,太好看了,7
30325,第12集,2339757766,牛转乾坤,8
30326,第12集,894373390812672,宁毅他要你上学,770
30327,第12集,1227628140,白手套是什么意思？,1
30328,第12集,1621855958,成功的引起了我的注意,29
30329,第12集,2487441979,白手套是大人的亲密司机,127
30330,第12集,1691885063,茶，突然就烫嘴了,349
30331,第12集,1445706480,白手套？空手套白狼吗,9
30332,第12集,2374322085,这嘴唇抢镜了,7
30333,第12集,1758322502,我要给武朝打下一片江山,7
30334,第12集,1517733099342592,，白手套是什么意思？,6
30335,第12集,2350101534,这个茶是不是有点烫嘴,2019
30336,第12集,1573294780,这茶有点烫嘴了,389
30337,第12集,1745159428,我以后拿着枪打仗去了！,222
30338,第12集,2453044048,你敢走，我就敢拿菜刀,201
30339,第12集,1284994736,白手套，空手套白狼,10
30340,第12集,1275034724,这是内推啊,382
30341,第12集,1794439498,其实就是想在家陪娘子,12
30342,第12集,1773334386,这比做生意还刺激啊,21
30343,第12集,1796691305,大林子出息了,1103
30344,第12集,1762405998,白手套是专门帮人挣钱的,8
30345,第12集,1198707310,我家大林子太可爱了,66
30346,第12集,1155900391831230,宁毅力在古代混得不错,11
30347,第12集,778757568732377,哈哈哈哈哈哈哈哈哈哈,6
30348,第12集,1634123711,朝廷的门槛很高吗？,2974
30349,第12集,1461755071,我不敢解释白手套,5
30350,第12集,1204371737,这电视能让我一直笑,125
30351,第12集,2055392167,白手套官可还行,0
30352,第12集,1710553306,我就想看清自己,0
30353,第12集,1482663362,白手套就是空手套白狼,3
30354,第12集,1273619641,白手套空狼？不是空手套白狼？,0
30355,第12集,1369771697,做皮蛋不就是带白手套,8
30356,第12集,1805700704,白手套是什么,2
30357,第12集,1782780840,早知道就好好学习历史了,94
30358,第12集,1755446293,不要！搞钱重要啊,248
30359,第12集,2179941417,做军火生意,492
30360,第12集,1407886012,宁小友这才是真正的选调生啊,76
30361,第12集,1090275378,那么漂亮的娘子怎么办,172
30362,第12集,1350491201,要我上吊,1
30363,第12集,1291087325,管好你自己！？！,278
30364,第12集,2470188982,bgm响起来,16
30365,第12集,439387607270137,白手套就是代言人啥的,6
30366,第12集,2458514260,那我就直接当皇上吧,273
30367,第12集,2408933559,你管监察院,100
30368,第12集,565640657,白手套就是有靠山的人,6
30369,第12集,1194300190,我只想做生意。,49
30370,第12集,1553763516,你负责造导弹就行了,370
30371,第12集,2277554709,得麒麟才子者可得天下,119
30372,第12集,1776452835,也不敢改变历史啊,23
30373,第12集,1695563718,好家伙，军师啊,222
30374,第12集,2362038224,给我当秘书就行了,949
30375,第12集,1180164833,得麒麟者得天下,875
30376,第12集,1497761534968448,节奏好快,300
30377,第12集,1441032566,这游戏级别越来越高了,8
30378,第12集,878004330833895,麒麟才子,1986
30379,第12集,2408933559,监察院院长,152
30380,第12集,1536002011184321,吓死宝宝了,7
30381,第12集,2453383388,血手人屠宁立恒,85
30382,第12集,1186288374,得麒麟者得天下,122
30383,第12集,2130115145,这逆袭速度也太快了,7
30384,第12集,1112347343065908,这…会死得很快吧,227
30385,第12集,1653002461,这盘棋有点大,357
30386,第12集,1603964872,燃了燃了，整的我都激动了,327
30387,第12集,1549618154,这是要谋反呢,447
30388,第12集,1285948511879440,开挂人生从此开始,255
30389,第12集,1256350977,这俩忘年交真好,981
30390,第12集,1734073338,好家伙燃起来了,6
30391,第12集,1249016088116424,你没听没听说过麒麟才子,12
30392,第12集,671153609774037,看来我的抢有用了,845
30393,第12集,1392259888,待我给小友画个大饼,6
30394,第12集,1255578290,这不比博人传燃?,19
30395,第12集,1707935254,做大做强,0
30396,第12集,1754181719,宁毅最后不会做了皇帝吧,0
30397,第12集,1496375173,这格局大了,17
30398,第12集,1397208360,得大林子者得天下,1
30399,第12集,2316275967,得麒麟者得天下,115
30400,第12集,1805517004,带上大聪明,13
30401,第12集,1376118064,江左梅郎,8
30402,第12集,1195536061302581,突然热血起来了,15
30403,第12集,1730267414,要谋朝篡位了,636
30404,第12集,1622600205,这事整的有点大,3
30405,第12集,1194256190,老郭啊，你儿子要篡位乐,181
30406,第12集,2499422139,要改变历史了不敢,0
30407,第12集,2408158080,这不比博人传要燃？,63
30408,第12集,2143218204,是时候展现真正的技术了,9
30409,第12集,1571964813,武都开个德云社,310
30410,第12集,1401814275,带我一个,1
30411,第12集,1521720708047296,做大做强，再创辉煌,3
30412,第12集,1598747220,令人心动的offer,1599
30413,第12集,1301866645,手枪派上用场了,17
30414,第12集,1612056700,明知不可为而为之才是真谛,5
30415,第12集,2250268559,金殿弑君都到大后面了,247
30416,第12集,2270089440,小伙子不错,2
30417,第12集,1317740061141012,怎么有种琅琊榜的感觉,1
30418,第12集,1225590014,金鳞岂是池中物，一遇风云便化龙,58
30419,第12集,1455763570,麒麟才子，得之可得天下,67
30420,第12集,1705585805,我舍不得离开我娘子啊,240
30421,第12集,2510763200,有所为、有所不为,17
30422,第12集,1717081112,考虑跟我谋权篡位啊,0
30423,第12集,1521903049,突然起鸡皮疙瘩了,16
30424,第12集,1617985395,主要还是舍不得老婆,2627
30425,第12集,2392363945,麒麟才子，得之可得天下！,46
30426,第12集,529223424935266,简单说吧，我放不下娘子,48
30427,第12集,1303835372,好酸啊，郭麒麟演技还是有点稚嫩,3
30428,第12集,1078064136,这都是巅峰赛王者,4
30429,第12集,1228557313391844,我要说相声了,266
30430,第12集,1754181719,看样子这剧不简单啊,0
30431,第12集,2308856506,我不爱江山更爱美人啊,35
30432,第12集,1523679226,我还是卖布好,15
30433,第12集,1300359932,大聪明终于有头像了,173
30434,第12集,2035554534,开始喜欢媳妇儿了,3342
30435,第12集,2380574285,还是离不开我媳妇,863
30436,第12集,1647487587,我觉得宁毅不会去。,19
30437,第12集,344649755538568,我有媳妇了！,14
30438,第12集,1514544518,我有媳妇啦,18
30439,第12集,1086143894,我大聪明第一个舍不得你,179
30440,第12集,1639756286,你放不下我,419
30441,第12集,2154370059,伴君如伴虎,795
30442,第12集,1630095957,郭麒麟说的真好,9
30443,第12集,1574795022,郭麒麟台词厉害,941
30444,第12集,1596595977,宁毅的火枪要上了,12
30445,第12集,524146941366890,有几个漂亮老婆，换我也不去,40
30446,第12集,1275649903,秦老有种失恋的感觉,353
30447,第12集,2275467063,你迟早都会 去的,197
30448,第12集,1233384471,和你的漂亮老婆,7
30449,第12集,1354989013,郭麒麟的台词功底真的不错,29
30450,第12集,2301809838,演技绝了，老头儿,321
30451,第12集,1468254610698917,后面还有我吗,13
30452,第12集,1219295223,他想多了解爸爸的快乐,130
30453,第12集,1471906562,突然想追这部小说了,52
30454,第12集,1697353889,不想开学,80
30455,第12集,1658604367,大聪明 性别男哈哈,5
30456,第12集,1157190770,我要有宋铁我也不去,36
30457,第12集,1311434652,台词是真厉害,53
30458,第12集,1306624618876966,什么时候更新,4
30459,第12集,1456762669,带大聪明去吧,11
30460,第12集,854154343884909,郭麒麟说话真的舒服,644
30461,第12集,1298832435,别想骗我过去打仗,6
30462,第12集,1590773069,我可爱吗,8
30463,第12集,2536328847,重要还是女人,4
30464,第12集,1569435739,高曙光演技真好,2
30465,第12集,1531095265,算你还有点良心,92
30466,第12集,1367220126,没错就是我,181
30467,第12集,1517906575762048,大林子太可爱啦！！,8
30468,第12集,1671588008,除非让他,0
30469,第12集,1714679921,郭麒麟演技太好了,17
30470,第12集,2372838450,郭德纲的影子出来了,0
30471,第12集,1379341162,原著苏家死了一半，他就去了,327
30472,第12集,1806924505,为什么感觉心里酸酸的,51
30473,第12集,1072016559966420,我还没有孩子呢,19
30474,第12集,2460300789,大林子棒哦,396
30475,第12集,1170516737,爱一个人 念一座城,163
30476,第12集,894373390812672,老婆才是赘重要的！,19
30477,第12集,1679023021,宁为一人负天下，不负一人,0
30478,第12集,2430522700,始终还是放不下我,473
30479,第12集,1741503974,老婆孩子又有钱，不瞎折腾,15
30480,第12集,2141333548,心有一人便舍一城,266
30481,第12集,1243086960,肯定要去武都的,230
30482,第12集,2292651433,心有一人，便是天下,1166
30483,第12集,1057663785899237,说带他去赚钱不久去了嘛,43
30484,第12集,1705548241,音乐配的真好,13
30485,第12集,1105660818,我大聪明也有今天啊,56
30486,第12集,1068128272392007,可爱的孩子,0
30487,第12集,1779765706,今后必定顶峰相见,107
30488,第12集,1606051851,老婆孩子热炕头,3
30489,第12集,2412581493,秦老有失恋的感觉,5997
30490,第12集,1806047299,这胡子都要翘上天了,209
30491,第12集,1484187530,原著更精彩,0
30492,第12集,649074688662398,大林子演技在线！,168
30493,第12集,1469804753992526,什么时候才圆房啊！,333
30494,第12集,2283037735,迟早还是要为江山计的,211
30495,第12集,1672398585,大聪明大聪明大聪明,2
30496,第12集,1807919293,不装了，摊牌了，他爱的是我,221
30497,第12集,4536243628,护院头像好可爱,134
30498,第12集,894373390812672,还会再见的,198
30499,第12集,425746287830410,好甜啊啊啊，宁毅的心有一人,13
30500,第12集,862177678336488,别急 这集说的圆房,69
30501,第12集,2402959272,儿子长大了,37
30502,第12集,2172165086,这头像可爱,13
30503,第12集,1835568104,你怕是舍不得我吧,91
30504,第12集,371090446616300,后期会有交集的,2
30505,第12集,1417576934,好可爱的耿护院,4
30506,第12集,2523881154,我范闲何时出场啊,4
30507,第12集,1355478760,思哲，父亲走了,1172
30508,第12集,1429468795,这是要亲么,1
30509,第12集,1799365125,我只配活一集吗,10
30510,第12集,1791271441,突然好喜欢大林子,51
30511,第12集,2375766321,圆完房再走哈哈,286
30512,第12集,1824748656,这不是架空的历史吗,17
30513,第12集,342169848129870,你没有礼物送我吗,7
30514,第12集,1222518005,好家伙，瞬间移动啊这,9
30515,第12集,1120551502355684,大林演得太好了,19
30516,第12集,1129687132680962,聪明又有钱,5
30517,第12集,2484371743,到了京都就是一家人了,253
30518,第12集,2241520992,马上就去了，别急啊,6
30519,第12集,1496030056,老爷子演的真不错,4
30520,第12集,2338340175,血手人屠宁立恒快上线了,4
30521,第12集,1432641614,我对未来抱了好大好大的期望,5
30522,第12集,2062038996,红红火火恍恍惚惚,0
30523,第12集,2264140429,给你留个全尸吧,13
30524,第12集,952222707886080,原文很有深度的，剧改了很多,8
30525,第12集,1525305777,老头这一走就是永别了哎,64
30526,第12集,2131333051,爹啊 我上辈子的爹,16
30527,第12集,1510960875,好玩好玩,1
30528,第12集,1424215506,宁毅：别急着走啊，我给你来段相声怎么样,54
30529,第12集,2424384309,枪有用了,60
30530,第12集,1649830910,我赐你三根猴毛,17
30531,第12集,1291992998,写个三十六计 送我呀,213
30532,第12集,1799608455,前方高能啊,9
30533,第12集,1091926947,还可以推牌九,184
30534,第12集,1649619806,那必须是有难事的了,457
30535,第12集,1266674718,必有难事,3
30536,第12集,2307404962,密侦司信物,296
30537,第12集,967762839090411,手好可爱,1
30538,第12集,1390878323,开个书行多好,6
30539,第12集,1727889616,马上就用上了,0
30540,第12集,1324442760,这就掉装备了？,516
30541,第12集,1615636994,说一下使用方法啊,33
30542,第12集,1347229503,获得第一个道具,113
30543,第12集,929024113120509,此刻送出一把枪，就更好了,3
30544,第12集,1718091562,没啥给我的呀？,284
30545,第12集,1238326733,好大一块玻璃,4
30546,第12集,480256100148959,大林子稳重了，哈哈,0
30547,第12集,1186861409,后天就能更新了,11
30548,第12集,779852349186877,就没人管管吗？一天多更新两集不行吗？,223
30549,第12集,2268165504,秦老可愿与我共推牌九啊,812
30550,第12集,546164554418582,杀个皇帝给秦老助助兴,548
30551,第12集,280711584032051,你哥的巴雷特不比这好？,120
30552,第12集,1147499563,我啥时候出来呢,9
30553,第12集,1188622350,郭麒麟绝世好老公,424
30554,第12集,773960258036564,我有人挂念了,5
30555,第12集,1777207901,好家伙应该还有个驸马,1
30556,第12集,1370041615,这两个门卫不走嘛,8
30557,第12集,1761396244,这年头，没点智商都不敢穿越,61
30558,第12集,2328080029,新手村还没结束呢,67
30559,第12集,427602552565570,好家伙，直接认干爹得了,6
30560,第12集,358949077387281,后来的我拿这把刀削梨了,86
30561,第12集,2496515660,好家伙你都不给我留,96
30562,第12集,1589826763,弑君匕首 已装备,1374
30563,第12集,1468618958,这是埋下了伏笔吗,9
30564,第12集,1358024002,原著可没这么欢喜，看到后面就知道了,19
30565,第12集,1007723508,房子就这么空着了,21
30566,第12集,1518235711190208,哈哈,2
30567,第12集,2412768826,有削水果的刀了,517
30568,第12集,1639243800,小说作者很厉害，写几年了？没灵感了吗,9
30569,第12集,1228484629,切羊腿挺好用,755
30570,第12集,1381180681,秦老，等我灭了乌家再说,182
30571,第12集,820082468989304,心有一人便以苏府为天下,496
30572,第12集,1703772500,我呢？？淡了淡了,12
30573,第12集,1760639674,送了个如意金箍棒,5
30574,第12集,1229590898,才看出来是老丁啊,12
30575,第12集,1504476456,加更好不好,8
30576,第12集,1521745471210242,断剑重铸之日，宁毅归来之时,14
30577,第12集,1376604200,狮虎:将来必成大器,240
30578,第12集,1607331808,父母爱情里的丁老头??,50
30579,第12集,1461692254,他做的枪迟早会用上,6
30580,第12集,1622983048,更的好慢牙,0
30581,第12集,2326278543,有用之人,15
30582,第12集,1091584706,这倒是个不错的血,345
30583,第12集,1261032733,这莫不是提前削好的水果,202
30584,第12集,1631741903,这刀作用挺大,625
30585,第12集,1201403897,皮提是前削好的 哈哈哈哈,1322
30586,第12集,1741075174,穿帮了，都削好了,563
30587,第12集,1831024154,我他喵的直接好家伙,1120
30588,第12集,1039399806576443,好家伙这就用上了,2728
30589,第12集,1444445839,你心可真大，这削水果贼利索吧,829
30590,第12集,1480364068,秦老的刀真好用,508
30591,第12集,889886223637340,梨的出场率不是一般的高,158
30592,第12集,1407922965842164,这刀是好刀啊！,3074
30593,第12集,1341582095,哎呀这刀真快啊,1025
30594,第12集,1521096260067968,真就用上了,654
30595,第12集,1472172090,仔细看梨是削好的,50
30596,第12集,1700559037,你kin这玩意多好啊,315
30597,第12集,1779142473,这刀用的真不错,653
30598,第12集,2057860895,马上就用上了,2084
30599,第12集,1770105991,不愧是宁毅，夺笋呐,334
30600,第12集,1576241319,这就削梨了？？？,628
30601,第12集,2268448455,好家伙不愧是你大林子,176
30602,第12集,1509267886587712,这水果刀真好用,1265
30603,第12集,1536029861359425,好刀好刀好刀呀,7
30604,第12集,1402852030,切水果可还行,59
30605,第12集,1779608870,还真挺有用的,9
30606,第12集,356014910081050,我都两集美戏了,10
30607,第12集,1710114374,我。。。终究还是错付了,12
30608,第12集,810994922162371,秦老：我也没想到这么快就有用了,17
30609,第12集,2045323490,这刀确实不错,1
30610,第12集,2421565997,这很郭麒麟了,14
30611,第12集,451582864918635,这刀就是快,678
30612,第12集,1778665312,郭麒麟太会了我哭,16
30613,第12集,1003345979,水果刀演得好,237
30614,第12集,1444818325,原著写的很严谨编剧变太多了,4
30615,第12集,1485175410,这梨真香,6
30616,第12集,1278094258220876,终于到晚上了。,12
30617,第12集,1553378844993537,宁毅：这刀真好用,0
30618,第12集,1329442065,还真留着削水果了,61
30619,第12集,1411357635,宁毅这几句话好苏啊啊啊,146
30620,第12集,1510382732589889,这刀看着挺好用,4
30621,第12集,2321444378,郭麒麟宠溺的小眼神儿～,58
30622,第12集,982000118883104,我怎么还不出场,7
30623,第12集,538808818861316,大林子好可爱,5
30624,第12集,550497001932110,檀儿，太可爱了,1021
30625,第12集,1451683313886486,这女人太招人喜欢了,1950
30626,第12集,1813302899,檀鹅太可爱了,217
30627,第12集,2663903766,大林子好宠啊,555
30628,第12集,1417552821,我送你的削皮刀好用不,348
30629,第12集,2341281523,不亏是我，好刀。,153
30630,第12集,1614740072,啊啊啊啊啊啊啊啊啊啊啊好酸,39
30631,第12集,1319904195,太可爱了太可爱了,86
30632,第12集,2602869046,小夫妻，好有爱,1496
30633,第12集,1744948581,呆萌呆萌的,16
30634,第12集,1571891526,撒娇的样子好可爱,140
30635,第12集,1423174631,好甜啊！,442
30636,第12集,546166567603187,太可爱了啊啊啊,2
30637,第12集,2464392675,先亲个嘴儿再说,1237
30638,第12集,1209129331,小娘子真可爱,16
30639,第12集,1198246505,亲都亲了 还不能关心你你？,128
30640,第12集,1435271329,我就要吃吃喝喝睡睡瘦,5
30641,第12集,1328720456,太甜了啊啊啊啊啊啊 我死了,102
30642,第12集,1323039138,甜死人,0
30643,第12集,1550934941378880,檀儿的美瞳挺好看啊,0
30644,第12集,1510692406429760,大林子托腮给我可爱没了,1462
30645,第12集,2394140749,救命好可爱,13
30646,第12集,1581354578,郭麒麟演技好棒棒哒！,178
30647,第12集,1096704132,这剧还真心好看,14
30648,第12集,361672824852323,太甜甜甜甜甜了,3
30649,第12集,1520380332,高甜预警,235
30650,第12集,1495168079366144,甜了甜了,50
30651,第12集,1209377385,宁毅也太温柔了,13
30652,第12集,1191176710,笑的好甜啊大林子太可爱了,175
30653,第12集,2275056833,感情戏真的好甜呀！,2969
30654,第12集,795171792880571,这媳妇甚是可爱,1621
30655,第12集,1141906750834796,好甜啊啊啊啊,394
30656,第12集,1429635465,我只是喜欢你！,13
30657,第12集,2464392675,啊啊啊啊啊啊太宠了吧,448
30658,第12集,1400805056,看你先同个房先可否,360
30659,第12集,2369614007,父凭子贵，快圆房,66
30660,第12集,1383195025,太可爱了吧,2
30661,第12集,1840574491,媳妇儿害羞了,11
30662,第12集,1550994550,声音好可爱,684
30663,第12集,1494082294,好甜啊哈哈哈哈哈哈,419
30664,第12集,1578047383,哎呀，大林子太可爱了,226
30665,第12集,2254417077,亲一个亲一个。,137
30666,第12集,2507799931,小娘子真可爱,657
30667,第12集,2417075344,好可爱哦⊙?⊙！,10
30668,第12集,1423506260,这撒娇谁顶得住,249
30669,第12集,1407910760,我娘子太可爱了,8
30670,第12集,1482158203,郭麒麟好甜,1329
30671,第12集,1478512690,太甜了吧,10
30672,第12集,793014175803403,老婆也太可爱了,137
30673,第12集,1766398397,皮都是削好的,0
30674,第12集,1085664966,居然闻到恋爱的酸臭味,216
30675,第12集,1827084127,么么哒,0
30676,第12集,1383088839,我媳妇真好看,0
30677,第12集,1215860552,太可爱了这对。！！！,14
30678,第12集,1060303647290589,太甜了太甜了,2
30679,第12集,1273128311,太可爱了，哈哈。,2
30680,第12集,553085558588157,好甜啊好甜啊,13
30681,第12集,1528915852011840,声音好甜,5
30682,第12集,1506444616,说走咱就走欸,134
30683,第12集,1781756975,好可爱，爱了爱了,15
30684,第12集,1578984584,好甜啊，撒糖,156
30685,第12集,1803208938,太可爱了,8
30686,第12集,1446611488,啊啊啊啊该死的甜,11
30687,第12集,1584290954,我关心我相公,13
30688,第12集,1339161177212949,好可爱啊！,1
30689,第12集,1633555124,看剧看的一脸姨母笑,240
30690,第12集,1083643077,恋爱的感觉,6
30691,第12集,1483398124152611,太可爱了二人,27
30692,第12集,1812129032,我真走了哈，委屈,171
30693,第12集,1749939783,太奶了,466
30694,第12集,1810865697,我体会到爸爸的快乐了,7
30695,第12集,1554287456,我什么时候出场,3
30696,第12集,1756341772,把我宰了给两位助助兴,162
30697,第12集,1232360312,女主太可爱了,192
30698,第12集,2209496394,急死我了,179
30699,第12集,8472394,跨店母凭子贵吧,6
30700,第12集,1504114870,两个人挺又夫妻相的,0
30701,第12集,1755806841,让你走你就走啊,290
30702,第12集,1790338490,太可爱啦！,4
30703,第12集,1501600341,这套路撩得好啊,23
30704,第12集,5066454481,这俩啥时候圆房啊,1369
30705,第12集,1220260752,真是个钢铁大直男,4
30706,第12集,1531457405,被子演得好,8
30707,第12集,1735168076,越看越像郭德纲,19
30708,第12集,1283125110,大家是不是忘了江浩辰了,76
30709,第12集,1324331034,贵客光临,3
30710,第12集,1465779554,两个傲娇,1522
30711,第12集,1679836116,大直男吗哈哈,2521
30712,第12集,1272037400,等会儿，我去你那睡,458
30713,第12集,2318047512,我呢？我还有出场的机会吗？,34
30714,第12集,1607123442,你就拦一下，我就留下来了,345
30715,第12集,597034985858454,好可爱,10
30716,第12集,2127950839,宁毅你个木头,740
30717,第12集,2130319706,我活着碍事吗,102
30718,第12集,1227092455,只能看不能睡，天天憋的狼哇的,37
30719,第12集,359151276401417,走了走了，快快快，挽留一下,19
30720,第12集,832410065314089,把我杀了给两位助助兴,309
30721,第12集,1335831217,好气哟好气哦好气哦,402
30722,第12集,2471559908,我以为会有反转,309
30723,第12集,1178100714,爸爸快乐 你不试试？,9
30724,第12集,1389599600,真的是一个大直男,2
30725,第12集,1768691837,大直男,521
30726,第12集,1518734296509056,哄多两句会死啊,277
30727,第12集,2246061550,媳妇你演技太好了,3
30728,第12集,1109241692,老婆太可爱了,7
30729,第12集,1501561315,吉吉国王你好呀,247
30730,第12集,1627009753,爹爹放心，我又中了,458
30731,第12集,1576669017,这孩子打小就聪明,74
30732,第12集,1419883556,计划要开始了,0
30733,第12集,2212851499,女孩子要矜持？,0
30734,第12集,1425563501,是时候烧个房子了,154
30735,第12集,1619598556,这俩你怎么也不像父子两,11
30736,第12集,1528457981,你才是大聪明,440
30737,第12集,1714291136,聪明的父子俩,6
30738,第12集,1450553944,你可别反思了,542
30739,第12集,2201833452,还不如不反思呢,514
30740,第12集,425354338502772,跌的好大儿啊,30
30741,第12集,2117505592,我可真聪明,343
30742,第12集,454339160179441,你可别反思了求求你了,2010
30743,第12集,1793416573,真是大孝子啊！,48
30744,第12集,1706834008,八斗呀你可长点心吧,336
30745,第12集,2449404401,你这儿子看着比你大呀,301
30746,第12集,1552174279,现在也是,3865
30747,第12集,473740232107419,放心，你们这次中了更大的圈套。,63
30748,第12集,1444888811,反思你也一样中了圈套,1494
30749,第12集,1591733921,两个大孝子,1256
30750,第12集,341179791049589,这真是大聪明啊,41
30751,第12集,1093874173,这次可是自己钻进来的,997
30752,第12集,2144418970,这两个智商感人,6
30753,第12集,1277770427,吉吉国王演的好呀,6
30754,第12集,1817758100,这儿子打小就聪明,2478
30755,第12集,2446273018,吉吉国王牙好长,157
30756,第12集,2123407925,因为这是最后一次了,108
30757,第12集,1395981177,打小我看你就聪明,270
30758,第12集,2472049429,大嘴猴  果然聪明,1155
30759,第12集,1558145421,这次是谨慎的中圈套,1241
30760,第12集,1223572347,说的太好啦 以后也没机会了,10
30761,第12集,1640397683,这孩子打小就聪明,234
30762,第12集,541851434091889,好大儿，每次都往圈套里钻,68
30763,第12集,2477400838,哈哈这次也中了,0
30764,第12集,1508635788,吉吉国王是真的聪明,1
30765,第12集,2058793146,郭相 谦虚了,3
30766,第12集,1060296317,像极了买基金的我,12
30767,第12集,1379169291,大聪明是你俩,197
30768,第12集,1691159239,身在套中不知套,218
30769,第12集,2535551487,以后就彻底破产了,64
30770,第12集,1768391097,吉吉国王好聪明,17
30771,第12集,1839586102,我依依怎么还不出来,0
30772,第12集,2335977840,你也听过我的传说？,1
30773,第12集,2404512451,我真是爹的好大儿,10
30774,第12集,1301637522,赵相不容易啊,3
30775,第12集,2341222175,一天俩集难受死人,656
30776,第12集,1775533144,孝死我了,259
30777,第12集,1257981459,吉吉国王太可爱了,205
30778,第12集,1326715086,他爹都害怕他了,9
30779,第12集,1098435239347476,您可真是个大孝子啊,14
30780,第12集,1381809898,吉吉国王好厉害,5
30781,第12集,1256681160,你比大聪明还聪明。,30
30782,第12集,2318233097,中国大孝子，孝死我了,23
30783,第12集,569541356685566,我只想知道女侠饿多久了,89
30784,第12集,1138934901909267,这定是大聪明的私生子,1
30785,第12集,2292181882,吉吉国王厉害了,5
30786,第12集,1350465627,几天了，还记得呢,309
30787,第12集,1652186510,看见 就想笑,0
30788,第12集,2250191506,这几个好大儿一个比一个聪明。,0
30789,第12集,2127950839,宁毅要学武功了吗,129
30790,第12集,2413759799,现在才来，早饿死了,75
30791,第12集,1656897084,猴子来搞笑的,0
30792,第12集,2475081657,一天更新十集 都给我赞??,181
30793,第12集,1592740657,饿死了吧,0
30794,第12集,1604631893,家花没有野花香,4
30795,第12集,1474371075965571,你们好啊！,4
30796,第12集,1558490715,啊啊啊啊老婆上线了,5
30797,第12集,2464196381,桃花不是一般的多,247
30798,第12集,625525584311149,你竟然背着我找女人,443
30799,第12集,1693246234,我去,0
30800,第12集,1821707625,好一个金屋藏娇,564
30801,第12集,1535891617103040,我都饿好几天了  才来啊,15
30802,第12集,1097676686,我好像卡粉了，真优秀,11
30803,第12集,1303563598,女施主我给你送茶来了,7
30804,第12集,1602038795,宁毅这孩子打小就聪明,15
30805,第12集,1524511363047233,好想看大聪明,5
30806,第12集,1352222240,金手指开得太大了,2
30807,第12集,1216275966,这也是我未来老婆？,11
30808,第12集,1309347210,这么多女人在这，哪舍得走,0
30809,第12集,1016337326,女侠像中毒了,10
30810,第12集,2513658871,被媳妇发现，看你怎么办,230
30811,第12集,2437475519,可可爱爱大林子,3
30812,第12集,1445576592,我都饿死了,10
30813,第12集,1507598050273024,看我这头顶多绿,104
30814,第12集,502982953141853,好酷啊，我喜欢,3
30815,第12集,1697506485,好像牛魔王的妹妹啊。,8
30816,第12集,2186690115,kiko好美啊,13
30817,第12集,1311241123,水泥台阶好亮眼,8
